title,song
梯田 / 爸我回来了 (Live),《2004无与伦比演唱会》，〖梯田+爸我回来了·Live〗，，文山呐～等你写完词，我演唱会都开完了，没关系 慢慢来，这首歌我自己了(来)，说到中学时期，家乡的一片片片梯田，是我看过最美的绿地，也于是因此让我得了最佳摄影，莫名其妙在画面中的我，不会写词都像个诗人，坐着公车上学的我，看着窗外的牛啃草，是一种说不出的自由自在，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，哦～我亲爱的牛儿啊，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，哦～我亲爱的牛儿啊，面店旁的小水沟，留着我们长大的梦，绕过天真 跳至收割期，人们的汗水夹杂着满足与欢笑，形成我现在最(舍)不得的画面、面，也是我另一项参展作品，靠着回忆 画成油画，拿到奖状 有个啥用，鼓励你多去回忆 是吧，哼~我真想撕掉 换回自然，怎么梯田不见 多了几家饭店，住在里面看着西洋片，几只水牛 却变成画 挂在墙壁上，象征人们 蒸蒸日上，一堆游客 偶尔想看看窗外的观光景点，但只看到 比你住的再高一层的饭店，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，哦～我亲爱的牛儿啊，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，哦～我亲爱的牛儿啊，‘Music’，其实我回家就是想要阻止一切，让家庭回到过去甜甜温馨的欢乐香味，虽然这是我编出来的事实，有点讽刺有点酸性，但它却在这快乐社会发生~产生共鸣，产生共鸣~来阻止一切暴力，眼泪随着音符吸入血液~情绪，从小到大 你叫我学习你把你当榜样，好多的假象，妈妈常说 乖~~听你爸话，你叫我怎么跟你像，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，别再这样打我妈妈～，Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei，我说的话你怎么不听?，，〖是做音乐不是在举办辩论大会〗，〖辩论自己对音乐有多会〗，〖炫耀自己的乐器有多贵〗，〖觉得自己有多可贵〗，〖我的音乐 你们排队〗，〖看演唱会 我说得对〗，〖我做得对 我的绝对〗，〖你会不会?〗，〖会不会拿音乐来比来比去〗，〖那么爱笔〗，〖我就去便利商店买支笔给你〗，〖来吖~比 比 比丘比〗，〖～比丘 比丘 比丘比～〗，〖比较来比较去 比较来比较去〗，〖比较来比较去 比…比卡丘〗，‘Music’
找自己 (Live),周杰伦 - 找自己，，，昨天晚上做了个梦，，我走进撒哈拉沙漠，，空无一人站在太阳下，，摄氏六十六点六度，，快要焚化我的眼珠，，忽然一场大雨降下来，，汗水被那雨水冲走，，结束四十天的折磨，，荒漠已然变成了绿洲，，彩虹下有一棵大树，，大树上有一个苹果，，咬下一口我就全明白，，可不可以让我再让我再一次回到那个美丽时光里，，找自己，，哗啦啦啦啦啦天在下雨，，哗啦啦啦啦啦云在哭泣，，哗啦啦啦啦啦滴入我的心，，不用说我只会胡思乱想，，不用跟我说我只会妄想，，哗啦啦啦啦啦让我去淋雨，，我只希望能再能够再一次回到那个美丽时光里，，找自己，，挤在公车里象个沙丁鱼，，上班下班每天是规律，，这么多的人到哪里去，，每个面孔写着无奈，，爸爸妈妈彼此没有爱，，难道这就是生命的真理，，
Secret (慢板),(配乐，无歌词)，，Piano：黄婉琦，ISRC TW-A47-07-130-19，OP: JVR Music Int'l Ltd.
回到过去 (Live),词：刘耕宏 曲：周杰伦 编曲：林迈可，，，一盏黄黄旧旧的灯，时间在旁闷不吭声，寂寞下手毫无分寸，不懂得轻重之分，沉默支撑跃过陌生，静静看着凌晨黄昏，你的身影，失去平衡 慢慢下沉，黑暗已在空中盘旋，该往哪我看不见，也许爱在梦的另一端，无法存活在真实的空间，想回到过去，试着抱你在怀里，羞怯的脸带有一点稚气，想看你的看的世界，想在你梦的画面，只要靠在一起就能感觉甜蜜，想回到过去，试着让故事继续，至少不再让你离我而去，分散时间的注意，这次会抱得更紧，这样挽留不知还来不来得及，想回到过去，思绪不断阻挡着回忆播放，盲目的追寻仍然空空荡荡，灰蒙蒙的夜晚睡意又不知躲到哪去，一转身孤单已躺在身旁，又回到过去
千里之外 (Live),千里之外（live 2007），，，作曲: 周杰伦，作词: 方文山，专辑: 周杰伦 2007世界巡回演唱会，屋檐如悬崖 风铃如沧海，我等燕归来，时间被安排 演一场意外，你悄然走开，故事在城外 浓雾散不开，看不清对白，你听不出来 风声不存在，是我在感慨，梦醒来 是谁在窗台，把结局打开，那薄如蝉翼的未来，经不起谁来拆，，我送你离开 千里之外，你无声黑白，沉默年代 或许不该，太遥远的相爱，我送你离开 天涯之外，你是否还在，琴声何来 生死难猜，用一生 去等待，，闻泪声入林 寻梨花白，只得一行 青苔，天在山之外 雨落花台，我两鬓斑白 闻泪声入林，寻梨花白 只得一行 青苔，天在山之外 雨落花台 我等你来，，一身琉璃白 透明着尘埃，你无瑕的爱，你从雨中来 诗化了悲哀，我淋湿现在，芙蓉水面采 船行影犹在，你却不回来，被岁月覆盖 你说的花开，过去成空白，梦醒来 是谁在窗台，把结局打开，那薄如蝉翼的未来，经不起谁来拆，，我送你离开 千里之外，你无声黑白，沉默年代 或许不该，太遥远的相爱，我送你离开 天涯之外，你是否还在，琴声何来 生死难猜，用一生 ~~，，我送你离开 千里之外，你无声黑白，沉默年代 或许不该，太遥远的相爱，我送你离开 天涯之外，你是否还在，琴声何来 生死难猜，用一生 去等待
龙卷风 (Live),爱像一阵风，，吹完它就走，，这样的节奏，，谁都无可奈何，，没有你以后，，我灵魂失控，，黑云在降落，，我被它拖着走，，，静静悄悄默默离开，，陷入了危险边缘baby~，，我的世界已狂风暴雨，，wu~爱情来的太快就像龙卷风，，离不开暴风圈来不及逃，，我不能再想，，我不能再想，，我不我不我不能，，爱情走的太快就像龙卷风，，不能承受我已无处可躲，，我不要再想，，我不要再想，，我不我不我不要再想你，，爱情来的太快就像龙卷风，，，不知不觉，，你已经离开我，，不知不觉，，我跟了这节奏，，后知后觉，，又过了一个秋，，后知后觉，，我该好好生活
以父之名 (Live),微凉的晨露　沾湿黑礼服　石板路有雾　父在低诉，无奈的觉悟　只能更残酷　一切都为了　通往圣堂的路，吹不散的雾　隐没了意图　谁轻柔踱步　停住，还来不及哭　穿过的子弹　就带走温度，，我们每个人都有罪　犯着不同的罪　我能决定谁对　谁又该要沉睡，争论不能解决　在永无止境的夜，关掉你的嘴　唯一的恩惠，挡在前面的人都有罪　后悔也无路可退　以父之名判决，那感觉没有适合字汇　就像边笑边掉泪　凝视着完全的黑，悲剧悲剧悲剧 沉醉，，低头亲吻我的左手　换取被宽恕的承诺，老旧管风琴在角落　一直一直一直伴奏，黑色帘幕被风吹动　阳光无言的穿透，洒向那群被我驯服后的　兽，沉默的喊叫　沉默的喊叫　孤单开始发酵，不停对着我嘲笑　回忆逐渐延烧，曾经纯真的画面　残忍的温柔出现　脆弱时间到　我们一起来祷告，，仁慈的父我已坠入　看不见罪的国度　请原谅我的自负，没人能说没人可说　好难承受　荣耀的背后刻着一道孤独，闭上双眼我又看见　当年那梦的画面　天空是濛濛的雾，父亲牵着我的双手　轻轻走过　清晨那安安静静的石板路，，低头亲吻我的左手　换取被宽恕的承诺，老旧管风琴在角落　一直一直一直伴奏，黑色帘幕被风吹动　阳光无言的穿透，洒向那群被我驯服后的　兽，沉默的喊叫　沉默的喊叫　孤单开始发酵，不停对着我嘲笑　回忆逐渐延烧，曾经纯真的画面　残忍的温柔出现　脆弱时间到　我们一起来祷告，，仁慈的父我已坠入　看不见罪的国度　请原谅我的自负，没人能说没人可说　好难承受　荣耀的背后刻着一道孤独，闭上双眼我又看见　当年那梦的画面　天空是濛濛的雾，父亲牵着我的双手　轻轻走过　清晨那安安静静的石板路，，仁慈的父　我已坠入　看不见罪的国度，请原谅我　我的自负　刻着一道孤独，，仁慈的父我已坠入　看不见罪的国度　请原谅我的自负，没人能说没人可说　好难承受　荣耀的背后刻着一道孤独，斑驳的家徽　擦拭了一夜　孤独的光辉　才懂的感觉，烛光　不　不　停的摇晃　猫头鹰在窗棂上　对着远方眺望，通向大厅的长廊　一样说不出的沧桑，没有喧嚣　只有宁静围绕　我　慢慢睡着　天　刚刚破晓
菊花台 (Live),你的泪光 柔弱中带伤，惨白的月弯弯 勾住过往，夜太漫长 凝结成了霜，是谁在阁楼上 冰冷的绝望，，雨轻轻弹 朱红色的窗，我一生在纸上 被风吹乱，梦在远方 化成一缕香，随风飘散 你的模样，，菊花残 满地伤 你的笑容已泛黄，花落人断肠 我心事 静静淌，北风乱 夜未央 你的影子剪不断，徒留我孤单 在湖面成双，，花已向晚 飘落了灿烂，凋谢的世道上 命运不堪，愁莫渡江 秋心拆两半，怕你上不了岸 一辈子摇晃，，谁的江山 马蹄声狂乱，我一身的戎装 呼啸沧桑，天微微亮 你轻声地叹，一夜惆怅 如此委婉
菊花台 (杰伦钢琴演奏版),
白色风车 (Live),☆周杰伦 白色风车☆，☆周杰伦 2007世界巡回演唱会☆，http://www.6621.cn ☆ qianjunyifa，☆Music☆，白色的风筝 安静的纯真，真实的感觉 梦境般遥远，甜甜的海水 复杂的眼泪，看你傻笑着 握住我的手，梦希望没有尽头，我们走到这就好，因为我不想太快走完这幸福，很可惜没有祝福，梦希望没有祝福，但爱你并不孤独，不会再让你哭，我陪你走到最后，能不能不要回头，你紧紧地抱住我，说你不需要承诺，你说我若一个人会比较自由，我不懂你说什么，反正不会松手，我陪你走到最后，能不能别想太多，会不会手牵着手，晚一点才到尽头，你说不该再相见只为了瞬间，谢谢你让我听见，因为我在等待永远，☆...
安静 (Live),，，，，无与伦比，，，安静，，，词:周杰伦  曲:周杰伦  编:钟兴民，，，只剩下钢琴陪我谈了一天，，睡着的大提琴 安静的旧旧的，，，我想你已表现的非常明白，，我懂我也知道 你没有舍不得，，，你说你也会难过我不相信，，牵着你陪着我 也只是曾经，，希望他是真的比我还要爱你，，我才会逼自己离开，，，你要我说多难堪 我根本不想分开，，为什么还要我用微笑来带过，，我没有这种天份 包容你也接受他，，不用担心的太多 我会一直好好过，，你已经远远离开 我也会慢慢走开，，为什么我连分开都迁就着你，，我真的没有天份 安静的没这么快，，我会学着放弃你 是因为我太爱你，，虾米歌词组，Midas，，周杰伦 - 第二张专辑:《FANTASY》范特西，，2001年9月18日，，
分裂 (Live),词：周杰伦 　曲：周杰伦　 编曲：钟兴民，，，，坐着我的摩托车，，载你缓缓的离开，，考不上好的学校，，可以不微笑就走，，把手慢慢交给我，，放下心中的困惑，，雨点从两旁划过，，割开两种精神的我，，经过老伯的家，，篮框变得好高，，爬过的那棵树，，又何时变得渺小，，这样也好，，开始没人注意到我，，开始没人注意到你我，，等雨变强之前，，我们将会分化软弱，，趁时间没发觉，，让我带着你离开，，没有了证明，，没有了空虚，，基于两种立场我会罩着你，，趁时间没发觉，，让我带着你离开，，这不是顽固，，这不是逃避，，没人帮着你走才快乐，，
发如雪 (Live),☆周杰伦 发如雪☆，☆周杰伦 2007世界巡回演唱会☆，☆ qianjunyifa，你发如雪 凄美了离别，我焚香感动了谁，邀明月 让回忆皎洁，爱在月光下完美，你发如雪 纷飞了眼泪，我等待苍老了谁，红尘醉 微醺的岁月，我用无悔 刻永世爱你的碑，今天开心吗，让我感受到你们尖叫，狼牙月 伊人憔悴，我举杯 饮尽了风雪，是谁打翻前世柜 惹尘埃是非，缘字诀 几番轮回，你锁眉 哭红颜唤不回，纵然青史已经成灰 我爱不灭，繁华如三千东流水，我只取一瓢爱了解 只恋你化身的蝶，你发如雪 凄美了离别，我焚香感动了谁，邀明月 让回忆皎洁，爱在月光下完美，你发如雪 纷飞了眼泪，我等待苍老了谁，红尘醉 微醺的岁月，我用无悔 刻永世爱你的碑，再来最后一个大合唱好不好，你发如雪 凄美了离别，我焚香感动了谁，邀明月 让回忆皎洁，爱在月光下完美，你发如雪 凄美了离别，我等待苍老了谁，红尘醉 微醺的岁月，我用无悔 刻永世爱你的碑，啦儿啦 啦儿啦 啦儿啦儿啦，铜镜映无邪 扎马尾 你若撒野，今生我把酒奉陪，啦儿啦 啦儿啦 啦儿啦儿啦，啦儿啦 啦儿啦 啦儿啦儿啦，铜镜映无邪 扎马尾 你若撒野，今生我把酒奉陪，☆...
甜甜的 (Live),我轻轻地尝一口 你说的爱我，还在回味你给过的温柔，我轻轻地尝一口 这香浓的诱惑，我喜欢的样子你都有，，你爱过头 竟然答应我，要给我蜂蜜口味的生活，加一颗奶球 我搅拌害羞，将甜度调高后再牵手，你的爱太多 想随身带走，想你的时候 就吃上一口，我温热着 被呵护的感受，却又担心降温了要求，，我尝着你话里面的奶油溜啊溜，听过的每句话都很可口呦啊呦，那些多余的画面全被跳过，你的眼中只有我，，我轻轻地尝一口你说的爱我，还在回味你给过的温柔，我轻轻地尝一口 这香浓的诱惑，我喜欢的样子你都有，我轻轻地尝一口你说的爱我，舍不得吃会微笑的糖果，我轻轻地尝一口 份量虽然不多，却将你的爱完全吸收，，我微笑着 让香味停留，缘分走到这也赖着不走，像夹心饼干 中间有甜头，继续下去不需要理由，，我尝着你话里面的奶油溜啊溜，听过的每句话都很可口呦啊呦，那些多余的画面全被跳过，你的眼中只有我，，我轻轻地尝一口 你说的爱我，还在回味你给过的温柔，我轻轻地尝一口这香浓的诱惑，我喜欢的样子你都有，我轻轻地尝一口 你说的爱我，舍不得吃会微笑的糖果，我轻轻地尝一口 份量虽然不多，却将你的爱完全吸收，我轻轻地尝一口 你说的爱我，还在回味你给过的温柔，我轻轻地尝一口味道香浓的说，我喜欢的样子你都有，我轻轻地尝一口 你说的爱我，舍不得吃会微笑的糖果，我轻轻地尝一口 份量虽然不多，却将你的爱完全吸收
